@relation PL
@ATTRIBUTE HomeValue NUMERIC
@ATTRIBUTE AwayValue NUMERIC
@ATTRIBUTE HomePtsSeas NUMERIC
@ATTRIBUTE AwayPtsSeas NUMERIC
@ATTRIBUTE HomePtsLast NUMERIC
@ATTRIBUTE AwayPtsLast NUMERIC
@ATTRIBUTE HomePtsHome NUMERIC
@ATTRIBUTE AwayPtsAway NUMERIC
@ATTRIBUTE HomeGoalsSeas NUMERIC
@ATTRIBUTE AwayGoalsSeas NUMERIC
@ATTRIBUTE HomeGoalsLast NUMERIC
@ATTRIBUTE AwayGoalsLast NUMERIC
@ATTRIBUTE HomeGoalsHome NUMERIC
@ATTRIBUTE AwayGoalsAway NUMERIC
@ATTRIBUTE HomeGoalsConcSeas NUMERIC
@ATTRIBUTE AwayGoalsConcSeas NUMERIC
@ATTRIBUTE HomeGoalsConcLast NUMERIC
@ATTRIBUTE AwayGoalsConcLast NUMERIC
@ATTRIBUTE HomeGoalsConcHome NUMERIC
@ATTRIBUTE AwayGoalsConcAway NUMERIC
@ATTRIBUTE HomeTotalShots NUMERIC
@ATTRIBUTE AwayTotalShots NUMERIC
@ATTRIBUTE HomeShotsTarget NUMERIC
@ATTRIBUTE AwayShotsTarget NUMERIC
@ATTRIBUTE HomeTotalShotsAgst NUMERIC
@ATTRIBUTE AwayTotalShotsAgst NUMERIC
@ATTRIBUTE HomeShotsTargetAgst NUMERIC
@ATTRIBUTE AwayShotsTargetAgst NUMERIC
@ATTRIBUTE HomePossession NUMERIC
@ATTRIBUTE AwayPossession NUMERIC
@ATTRIBUTE HomeExpectedWin NUMERIC
@ATTRIBUTE AwayExpectedWin NUMERIC
@ATTRIBUTE HomeTrend NUMERIC
@ATTRIBUTE AwayTrend NUMERIC
@ATTRIBUTE HomeWeightedPoints NUMERIC
@ATTRIBUTE AwayWeightedPoints NUMERIC
@ATTRIBUTE ChanceCreationHome NUMERIC
@ATTRIBUTE ChanceCreationAway NUMERIC
@ATTRIBUTE ShotsAccuracyHome NUMERIC
@ATTRIBUTE ShotsAccuracyAway NUMERIC
@ATTRIBUTE ScoringRateHome NUMERIC
@ATTRIBUTE ScoringRateAway NUMERIC
@ATTRIBUTE KeeperStrengthHome NUMERIC
@ATTRIBUTE KeeperStrengthAway NUMERIC
@ATTRIBUTE Round NUMERIC
@ATTRIBUTE Winner {H, D, A}
@ATTRIBUTE Over2.5 {True, False}
@data
0.1,0.18,0.08,0.11,0.03,0,0.1,0.07,0.08,0.08,0.03,0.03,0.1,0.07,0.15,0.13,0.2,0.27,0.17,0.15,0.1,0.12,0.03,0.04,0.14,0.13,0.04,0.04,0.4,0.42,0.44,0.35,0,-0.04,0.193,0.274,0.041,0.035,0.033,0.03,0.039,0.046,0.093,0.096,0.13,D,True
0.16,0.86,0.16,0.22,0.2,0.2,0.13,0.13,0.17,0.22,0.23,0.17,0.12,0.13,0.16,0.05,0.1,0.07,0.18,0.08,0.12,0.13,0.04,0.05,0.11,0.11,0.04,0.04,0.5,0.55,0.27,0.37,0.02,0.02,0.451,0.716,0.043,0.041,0.032,0.029,0.021,0.022,0.067,0.249,0.13,A,True
0.33,0.83,0.11,0.18,0.07,0.13,0.12,0.2,0.13,0.16,0.1,0.07,0.13,0.2,0.15,0.08,0.17,0.1,0.13,0.08,0.11,0.16,0.04,0.06,0.13,0.09,0.04,0.03,0.48,0.62,0.27,0.38,0,0,0.207,0.539,0.042,0.038,0.028,0.029,0.031,0.035,0.088,0.122,0.13,H,True
0.06,0.22,0.12,0.06,0.13,0.13,0.15,0,0.1,0.06,0.1,0.13,0.13,0,0.11,0.19,0.1,0.13,0.12,0.22,0.1,0.12,0.03,0.04,0.14,0.12,0.05,0.05,0.44,0.45,0.38,0.54,-0.01,0.01,0.243,0.292,0.044,0.036,0.032,0.032,0.031,0.062,0.132,0.065,0.13,D,False
1.01,0.29,0.29,0.07,0.3,0.03,0.27,0.04,0.31,0.09,0.2,0.03,0.37,0.06,0.06,0.21,0.07,0.23,0.07,0.24,0.17,0.1,0.07,0.04,0.06,0.15,0.02,0.05,0.72,0.45,0.49,0.45,0.12,-0.01,0.872,0.095,0.042,0.046,0.025,0.028,0.022,0.041,0.095,0.069,0.14,H,True
0.16,0.27,0.1,0.11,0.13,0.1,0.1,0.08,0.09,0.1,0.17,0.17,0.11,0.07,0.11,0.12,0.07,0.2,0.11,0.13,0.12,0.12,0.04,0.04,0.14,0.13,0.05,0.05,0.48,0.52,0.38,0.35,-0.01,-0.01,0.129,0.254,0.039,0.044,0.029,0.031,0.048,0.038,0.126,0.107,0.14,D,False
0.56,0.86,0.2,0.23,0.3,0.3,0.3,0.16,0.2,0.23,0.27,0.3,0.29,0.17,0.11,0.06,0,0.1,0.06,0.1,0.16,0.13,0.06,0.05,0.11,0.11,0.04,0.04,0.62,0.55,0.37,0.37,0.03,0.03,0.536,0.7,0.04,0.041,0.025,0.029,0.032,0.02,0.098,0.201,0.14,A,True
0.1,0.22,0.09,0.06,0.07,0.17,0.1,0.01,0.09,0.06,0.1,0.13,0.11,0,0.15,0.18,0.23,0.1,0.17,0.19,0.1,0.12,0.03,0.04,0.14,0.12,0.04,0.05,0.4,0.45,0.44,0.54,0,0,0.192,0.276,0.041,0.036,0.033,0.032,0.035,0.067,0.091,0.069,0.14,D,False
0.16,0.83,0.15,0.17,0.2,0.03,0.11,0.17,0.17,0.16,0.23,0.07,0.13,0.19,0.18,0.09,0.13,0.17,0.21,0.1,0.12,0.16,0.04,0.06,0.11,0.09,0.04,0.03,0.5,0.62,0.27,0.38,-0.01,-0.01,0.418,0.501,0.043,0.038,0.032,0.029,0.021,0.036,0.061,0.109,0.14,D,False
0.15,0.15,0.09,0.06,0.03,0.03,0.11,0.07,0.11,0.05,0.1,0,0.11,0.04,0.21,0.11,0.23,0.1,0.2,0.09,0.1,0.09,0.03,0.03,0.15,0.14,0.06,0.05,0.41,0.45,0.36,0.26,-0.02,-0.01,0.309,0.147,0.041,0.051,0.029,0.031,0.03,0.057,0.074,0.124,0.14,H,True
0.33,0.08,0.12,0.18,0.13,0.2,0.14,0.2,0.14,0.1,0.1,0.13,0.14,0.13,0.14,0.08,0.13,0.07,0.13,0.11,0.11,0.1,0.04,0.03,0.13,0.15,0.04,0.04,0.48,0.44,0.27,0.33,0.01,0.01,0.371,0.636,0.042,0.044,0.028,0.029,0.029,0.035,0.09,0.19,0.14,H,False
0.44,0.05,0.11,0.11,0.13,0,0.17,0.06,0.12,0.06,0.23,0.03,0.17,0.04,0.2,0.17,0.2,0.37,0.17,0.23,0.09,0.1,0.03,0.03,0.14,0.12,0.05,0.04,0.46,0.46,0.37,0.40,0.01,-0.03,0.256,0.338,0.048,0.048,0.029,0.033,0.027,0.045,0.071,0.068,0.14,H,False
0.06,0.9,0.12,0.19,0.07,0.23,0.14,0.16,0.09,0.2,0.07,0.23,0.11,0.21,0.1,0.13,0.1,0.03,0.1,0.23,0.1,0.17,0.03,0.06,0.14,0.07,0.05,0.03,0.44,0.61,0.38,0.36,0,0.01,0.241,0.553,0.044,0.036,0.032,0.027,0.033,0.031,0.142,0.058,0.14,A,True
0.87,0.18,0.21,0.11,0.23,0.03,0.19,0.07,0.18,0.09,0.2,0.1,0.14,0.09,0.08,0.14,0.03,0.3,0.09,0.16,0.16,0.12,0.06,0.04,0.1,0.13,0.03,0.04,0.56,0.42,0.37,0.35,0.01,0,0.788,0.262,0.035,0.035,0.028,0.03,0.032,0.042,0.126,0.092,0.14,H,True
0.86,1.01,0.23,0.29,0.3,0.3,0.3,0.3,0.23,0.31,0.27,0.2,0.29,0.26,0.06,0.07,0.1,0.1,0.01,0.06,0.13,0.17,0.05,0.07,0.11,0.06,0.04,0.02,0.55,0.72,0.37,0.49,0.04,0.13,0.765,0.871,0.041,0.042,0.029,0.025,0.02,0.022,0.191,0.091,0.15,A,True
0.9,0.44,0.19,0.12,0.23,0.2,0.21,0.04,0.22,0.13,0.3,0.23,0.19,0.07,0.13,0.19,0.07,0.13,0.03,0.23,0.17,0.09,0.06,0.03,0.07,0.14,0.03,0.05,0.61,0.46,0.36,0.37,0.02,0.02,0.528,0.249,0.036,0.048,0.027,0.029,0.028,0.026,0.058,0.076,0.15,D,False
0.27,0.56,0.11,0.19,0.13,0.2,0.14,0.1,0.1,0.19,0.2,0.23,0.12,0.11,0.12,0.13,0.13,0.1,0.11,0.17,0.12,0.16,0.04,0.06,0.13,0.11,0.05,0.04,0.52,0.62,0.35,0.37,0,-0.01,0.248,0.501,0.044,0.04,0.031,0.025,0.038,0.033,0.108,0.088,0.15,D,False
0.18,0.33,0.1,0.13,0.03,0.23,0.14,0.1,0.09,0.13,0.1,0.13,0.1,0.13,0.15,0.13,0.27,0.07,0.11,0.16,0.12,0.11,0.04,0.04,0.13,0.13,0.04,0.04,0.42,0.48,0.35,0.27,-0.01,0.02,0.245,0.362,0.035,0.042,0.03,0.028,0.042,0.03,0.086,0.096,0.15,A,True
0.83,0.15,0.17,0.11,0.07,0.1,0.17,0.07,0.15,0.12,0.1,0.1,0.13,0.11,0.09,0.2,0.13,0.2,0.07,0.21,0.16,0.1,0.06,0.03,0.09,0.15,0.03,0.06,0.62,0.41,0.38,0.36,0,0.01,0.478,0.318,0.038,0.041,0.029,0.029,0.037,0.029,0.108,0.076,0.15,H,True
0.15,0.1,0.06,0.09,0.03,0.1,0.06,0.07,0.05,0.08,0.03,0.1,0.06,0.06,0.12,0.14,0.1,0.1,0.14,0.13,0.09,0.1,0.03,0.03,0.14,0.14,0.05,0.04,0.45,0.4,0.26,0.44,-0.02,0,0.137,0.193,0.051,0.041,0.031,0.033,0.054,0.038,0.118,0.097,0.15,H,False
0.05,0.06,0.1,0.11,0,0.03,0.16,0.1,0.06,0.09,0.03,0.03,0.09,0.07,0.17,0.13,0.3,0.2,0.11,0.1,0.1,0.1,0.03,0.03,0.12,0.14,0.04,0.05,0.46,0.44,0.40,0.38,-0.04,-0.01,0.316,0.225,0.048,0.044,0.033,0.032,0.048,0.033,0.067,0.112,0.15,H,False
0.22,0.16,0.07,0.1,0.17,0.07,0.11,0.1,0.05,0.09,0.07,0.07,0.11,0.06,0.17,0.11,0.03,0.1,0.17,0.11,0.12,0.12,0.04,0.04,0.12,0.14,0.05,0.05,0.45,0.48,0.54,0.38,0,0,0.264,0.138,0.036,0.039,0.032,0.029,0.072,0.048,0.074,0.128,0.15,D,True
0.08,0.16,0.17,0.15,0.1,0.13,0.16,0.19,0.09,0.17,0.07,0.2,0.07,0.21,0.08,0.17,0.1,0.17,0.04,0.14,0.1,0.12,0.03,0.04,0.15,0.11,0.04,0.04,0.44,0.5,0.33,0.27,-0.01,0,0.593,0.446,0.044,0.043,0.029,0.032,0.037,0.021,0.188,0.063,0.15,H,False
0.29,0.87,0.07,0.21,0.03,0.23,0.12,0.23,0.09,0.19,0.07,0.17,0.12,0.21,0.21,0.08,0.23,0.07,0.18,0.07,0.1,0.16,0.04,0.06,0.15,0.1,0.05,0.03,0.45,0.56,0.45,0.37,-0.02,0.02,0.089,0.77,0.046,0.035,0.028,0.028,0.04,0.031,0.07,0.124,0.15,H,False
0.29,0.56,0.08,0.18,0.1,0.13,0.14,0.1,0.09,0.19,0.07,0.23,0.11,0.11,0.2,0.12,0.2,0.13,0.16,0.16,0.1,0.16,0.04,0.06,0.15,0.11,0.05,0.04,0.45,0.62,0.45,0.37,0.01,0,0.247,0.486,0.046,0.04,0.028,0.025,0.04,0.034,0.074,0.089,0.16,D,False
0.83,0.06,0.18,0.11,0.13,0.03,0.19,0.09,0.18,0.09,0.23,0.03,0.18,0.06,0.09,0.13,0.13,0.23,0.08,0.11,0.16,0.1,0.06,0.03,0.09,0.14,0.03,0.05,0.62,0.44,0.38,0.38,0.01,-0.02,0.477,0.211,0.038,0.044,0.029,0.032,0.032,0.035,0.106,0.109,0.16,H,False
0.86,0.16,0.22,0.1,0.2,0.07,0.26,0.1,0.22,0.09,0.27,0.13,0.26,0.08,0.07,0.12,0.17,0.17,0.04,0.12,0.13,0.12,0.05,0.04,0.11,0.14,0.04,0.05,0.55,0.48,0.37,0.38,-0.01,0,0.718,0.143,0.041,0.039,0.029,0.029,0.021,0.044,0.166,0.121,0.16,H,False
0.9,0.1,0.19,0.08,0.23,0.07,0.2,0.06,0.21,0.08,0.3,0.07,0.18,0.05,0.12,0.14,0.07,0.1,0.04,0.12,0.17,0.1,0.06,0.03,0.07,0.14,0.03,0.04,0.61,0.4,0.36,0.44,0,-0.01,0.522,0.181,0.036,0.041,0.027,0.033,0.029,0.04,0.059,0.098,0.16,D,False
0.15,1.01,0.08,0.29,0.1,0.3,0.09,0.3,0.06,0.3,0.07,0.2,0.06,0.25,0.11,0.07,0.1,0.1,0.12,0.06,0.09,0.17,0.03,0.07,0.14,0.06,0.05,0.02,0.45,0.72,0.26,0.49,0.01,0.14,0.149,0.977,0.051,0.042,0.031,0.025,0.051,0.023,0.127,0.089,0.16,A,True
0.27,0.33,0.11,0.14,0.07,0.3,0.13,0.12,0.1,0.14,0.1,0.2,0.12,0.15,0.12,0.14,0.13,0.1,0.11,0.16,0.12,0.11,0.04,0.04,0.13,0.13,0.05,0.04,0.52,0.48,0.35,0.27,0,0.03,0.268,0.373,0.044,0.042,0.031,0.028,0.038,0.028,0.109,0.093,0.16,A,True
0.18,0.44,0.09,0.12,0.03,0.23,0.12,0.05,0.1,0.12,0.17,0.23,0.11,0.08,0.16,0.18,0.27,0.03,0.14,0.21,0.12,0.09,0.04,0.03,0.13,0.14,0.04,0.05,0.42,0.46,0.35,0.37,-0.02,0,0.229,0.29,0.035,0.048,0.03,0.029,0.039,0.026,0.081,0.079,0.16,A,False
0.05,0.87,0.11,0.2,0.1,0.2,0.18,0.2,0.07,0.18,0.07,0.13,0.1,0.19,0.16,0.08,0.23,0.07,0.1,0.08,0.1,0.16,0.03,0.06,0.12,0.1,0.04,0.03,0.46,0.56,0.40,0.37,0.01,-0.01,0.307,0.722,0.048,0.035,0.033,0.028,0.042,0.033,0.071,0.122,0.16,A,True
0.22,0.16,0.07,0.14,0.1,0.03,0.11,0.16,0.06,0.16,0.07,0.1,0.12,0.19,0.17,0.17,0.07,0.2,0.18,0.14,0.12,0.12,0.04,0.04,0.12,0.11,0.05,0.04,0.45,0.5,0.54,0.27,0,-0.01,0.258,0.418,0.036,0.043,0.032,0.032,0.062,0.023,0.074,0.064,0.16,H,True
0.08,0.15,0.18,0.1,0.2,0.1,0.18,0.06,0.09,0.12,0.1,0.1,0.08,0.11,0.08,0.22,0.07,0.3,0.04,0.25,0.1,0.1,0.03,0.03,0.15,0.15,0.04,0.06,0.44,0.41,0.33,0.36,0.01,-0.01,0.587,0.298,0.044,0.041,0.029,0.029,0.037,0.029,0.2,0.07,0.16,H,False
0.44,0.15,0.13,0.07,0.23,0.1,0.19,0.06,0.12,0.05,0.13,0.07,0.18,0.05,0.17,0.13,0.03,0.2,0.15,0.1,0.09,0.09,0.03,0.03,0.14,0.14,0.05,0.05,0.46,0.45,0.37,0.26,0.01,-0.01,0.304,0.14,0.048,0.051,0.029,0.031,0.026,0.054,0.083,0.11,0.17,H,True
0.16,0.9,0.09,0.18,0.07,0.17,0.1,0.18,0.09,0.2,0.1,0.2,0.11,0.25,0.12,0.12,0.13,0.07,0.11,0.21,0.12,0.17,0.04,0.06,0.14,0.07,0.05,0.03,0.48,0.61,0.38,0.36,-0.01,0,0.134,0.498,0.039,0.036,0.029,0.027,0.047,0.031,0.122,0.063,0.17,A,True
0.1,0.86,0.08,0.22,0.07,0.2,0.1,0.18,0.07,0.22,0,0.17,0.1,0.19,0.13,0.06,0.03,0.1,0.15,0.1,0.1,0.13,0.03,0.05,0.14,0.11,0.04,0.04,0.4,0.55,0.44,0.37,0,0.01,0.223,0.704,0.041,0.041,0.033,0.029,0.042,0.021,0.105,0.176,0.17,A,True
1.01,0.83,0.29,0.18,0.3,0.23,0.28,0.16,0.31,0.18,0.27,0.27,0.35,0.18,0.06,0.08,0.07,0.07,0.08,0.1,0.17,0.16,0.07,0.06,0.06,0.09,0.02,0.03,0.72,0.62,0.49,0.38,0.15,0.02,0.946,0.46,0.042,0.038,0.025,0.029,0.022,0.032,0.094,0.114,0.17,H,True
0.15,0.29,0.09,0.08,0.1,0.13,0.14,0.03,0.11,0.08,0.1,0.07,0.12,0.07,0.21,0.19,0.23,0.07,0.19,0.23,0.1,0.1,0.03,0.04,0.15,0.15,0.06,0.05,0.41,0.45,0.36,0.45,-0.02,0,0.28,0.265,0.041,0.046,0.029,0.028,0.031,0.043,0.072,0.079,0.17,A,True
0.16,0.05,0.13,0.11,0.03,0.1,0.11,0.05,0.15,0.07,0.07,0.1,0.12,0.04,0.17,0.17,0.13,0.17,0.2,0.22,0.12,0.1,0.04,0.03,0.11,0.12,0.04,0.04,0.5,0.46,0.27,0.40,-0.02,-0.01,0.394,0.289,0.043,0.048,0.032,0.033,0.023,0.04,0.064,0.068,0.17,A,True
0.87,0.27,0.21,0.11,0.2,0.07,0.2,0.09,0.18,0.1,0.2,0.1,0.16,0.07,0.08,0.14,0.1,0.2,0.09,0.13,0.16,0.12,0.06,0.04,0.1,0.13,0.03,0.05,0.56,0.52,0.37,0.35,0.01,-0.01,0.689,0.252,0.035,0.044,0.028,0.031,0.032,0.038,0.121,0.096,0.17,H,False
0.06,0.08,0.1,0.18,0,0.2,0.12,0.18,0.08,0.09,0.03,0.07,0.11,0.11,0.14,0.07,0.3,0.03,0.15,0.11,0.1,0.1,0.03,0.03,0.14,0.15,0.05,0.04,0.44,0.44,0.38,0.33,-0.03,0.02,0.199,0.58,0.044,0.044,0.032,0.029,0.038,0.037,0.105,0.211,0.17,D,False
0.56,0.18,0.18,0.09,0.07,0,0.26,0.06,0.18,0.09,0.07,0.1,0.26,0.09,0.12,0.15,0.13,0.23,0.09,0.18,0.16,0.12,0.06,0.04,0.11,0.13,0.04,0.04,0.62,0.42,0.37,0.35,0,-0.03,0.474,0.216,0.04,0.035,0.025,0.03,0.036,0.042,0.094,0.082,0.17,H,False
0.33,0.22,0.15,0.08,0.3,0.17,0.16,0.02,0.16,0.07,0.27,0.13,0.14,0,0.14,0.16,0.1,0.1,0.11,0.16,0.11,0.12,0.04,0.04,0.13,0.12,0.04,0.05,0.48,0.45,0.27,0.54,0.04,0.01,0.398,0.272,0.042,0.036,0.028,0.032,0.025,0.054,0.095,0.075,0.17,A,True
0.33,0.86,0.14,0.23,0.2,0.2,0.14,0.19,0.15,0.22,0.23,0.13,0.12,0.19,0.14,0.07,0.2,0.1,0.13,0.1,0.11,0.13,0.04,0.05,0.13,0.11,0.04,0.04,0.48,0.55,0.27,0.37,-0.01,0.02,0.376,0.683,0.042,0.041,0.028,0.029,0.027,0.022,0.089,0.171,0.18,D,True
0.08,0.83,0.18,0.17,0.23,0.2,0.19,0.14,0.09,0.17,0.07,0.27,0.08,0.17,0.07,0.1,0,0.17,0.03,0.13,0.1,0.16,0.03,0.06,0.15,0.09,0.04,0.03,0.44,0.62,0.33,0.38,0,-0.01,0.551,0.434,0.044,0.038,0.029,0.029,0.039,0.033,0.224,0.094,0.18,A,True
0.29,0.18,0.09,0.08,0.23,0,0.14,0.06,0.09,0.09,0.13,0.07,0.1,0.08,0.18,0.15,0,0.17,0.14,0.17,0.1,0.12,0.04,0.04,0.15,0.13,0.05,0.04,0.45,0.42,0.45,0.35,0.01,-0.04,0.276,0.204,0.046,0.035,0.028,0.03,0.037,0.044,0.083,0.084,0.18,A,True
0.15,0.22,0.07,0.09,0.1,0.23,0.08,0.06,0.06,0.08,0.07,0.23,0.06,0.03,0.14,0.16,0.23,0.1,0.16,0.14,0.09,0.12,0.03,0.04,0.14,0.12,0.05,0.05,0.45,0.45,0.26,0.54,-0.02,0.02,0.132,0.312,0.051,0.036,0.031,0.032,0.051,0.046,0.102,0.08,0.18,D,False
0.15,0.1,0.09,0.08,0,0.03,0.12,0.07,0.11,0.07,0.03,0.03,0.11,0.04,0.22,0.13,0.3,0.1,0.2,0.11,0.1,0.1,0.03,0.03,0.15,0.14,0.06,0.04,0.41,0.4,0.36,0.44,-0.03,-0.01,0.265,0.211,0.041,0.041,0.029,0.033,0.033,0.042,0.07,0.102,0.18,H,True
0.27,0.05,0.1,0.12,0.03,0.2,0.12,0.08,0.09,0.09,0.07,0.23,0.12,0.08,0.13,0.17,0.2,0.13,0.14,0.21,0.12,0.1,0.04,0.03,0.13,0.12,0.05,0.04,0.52,0.46,0.35,0.40,-0.02,0.01,0.238,0.301,0.044,0.048,0.031,0.033,0.041,0.032,0.097,0.069,0.18,D,False
1.01,0.16,0.29,0.09,0.3,0.03,0.28,0.09,0.31,0.08,0.33,0.07,0.36,0.07,0.07,0.13,0.07,0.23,0.08,0.12,0.17,0.12,0.07,0.04,0.06,0.14,0.02,0.05,0.72,0.48,0.49,0.38,0.16,-0.02,1.032,0.127,0.042,0.039,0.025,0.029,0.022,0.05,0.091,0.108,0.18,H,True
0.06,0.16,0.1,0.12,0.03,0,0.12,0.14,0.08,0.15,0,0.07,0.1,0.18,0.13,0.18,0.13,0.23,0.13,0.14,0.1,0.12,0.03,0.04,0.14,0.11,0.05,0.04,0.44,0.5,0.38,0.27,0,-0.03,0.192,0.372,0.044,0.043,0.032,0.032,0.039,0.024,0.111,0.059,0.18,H,False
0.44,0.87,0.14,0.21,0.23,0.2,0.2,0.21,0.13,0.18,0.17,0.13,0.19,0.2,0.17,0.08,0.07,0.07,0.14,0.08,0.09,0.16,0.03,0.06,0.14,0.1,0.05,0.03,0.46,0.56,0.37,0.37,0.02,0.02,0.311,0.695,0.048,0.035,0.029,0.028,0.025,0.033,0.085,0.127,0.18,D,False
0.56,0.9,0.18,0.19,0.17,0.17,0.27,0.19,0.17,0.21,0.07,0.17,0.24,0.27,0.11,0.11,0.03,0.03,0.08,0.19,0.16,0.17,0.06,0.06,0.11,0.07,0.04,0.03,0.62,0.61,0.37,0.36,0.01,0.01,0.477,0.497,0.04,0.036,0.025,0.027,0.037,0.029,0.1,0.067,0.18,D,True
0.22,0.56,0.10,0.18,0.23,0.17,0.13,0.1,0.08,0.18,0.2,0.13,0.13,0.1,0.15,0.12,0.07,0.1,0.17,0.14,0.12,0.16,0.04,0.06,0.12,0.11,0.05,0.04,0.45,0.62,0.54,0.37,0,0,0.304,0.499,0.036,0.04,0.032,0.025,0.046,0.035,0.081,0.092,0.19,A,True
0.18,1.01,0.10,0.29,0.1,0.3,0.11,0.3,0.1,0.32,0.1,0.4,0.1,0.27,0.15,0.06,0.13,0.03,0.13,0.06,0.12,0.17,0.04,0.07,0.13,0.06,0.04,0.02,0.42,0.72,0.35,0.49,0.01,0.17,0.238,1.004,0.035,0.042,0.03,0.025,0.039,0.022,0.082,0.097,0.19,A,False
0.9,0.15,0.18,0.07,0.17,0.03,0.19,0.06,0.22,0.06,0.23,0.07,0.16,0.06,0.12,0.14,0.1,0.27,0.03,0.12,0.17,0.09,0.06,0.03,0.07,0.14,0.03,0.05,0.61,0.45,0.36,0.26,0,0,0.501,0.136,0.036,0.051,0.027,0.031,0.028,0.049,0.061,0.104,0.19,H,True
0.1,0.44,0.07,0.14,0.03,0.23,0.09,0.08,0.07,0.13,0.07,0.13,0.1,0.08,0.14,0.16,0.17,0.03,0.16,0.19,0.1,0.09,0.03,0.03,0.14,0.14,0.04,0.05,0.4,0.46,0.44,0.37,-0.02,0,0.2,0.341,0.041,0.048,0.033,0.029,0.041,0.026,0.096,0.09,0.19,D,False
0.16,0.33,0.12,0.14,0,0.13,0.1,0.14,0.14,0.15,0.07,0.2,0.12,0.18,0.18,0.15,0.23,0.2,0.22,0.16,0.12,0.11,0.04,0.04,0.11,0.13,0.04,0.04,0.5,0.48,0.27,0.27,-0.04,0,0.352,0.401,0.043,0.042,0.032,0.028,0.025,0.026,0.061,0.087,0.19,H,True
0.86,0.08,0.22,0.17,0.23,0.13,0.27,0.17,0.22,0.08,0.17,0.03,0.24,0.1,0.07,0.08,0.1,0.1,0.03,0.1,0.13,0.1,0.05,0.03,0.11,0.15,0.04,0.04,0.55,0.44,0.37,0.33,0,-0.01,0.664,0.522,0.041,0.044,0.029,0.029,0.022,0.041,0.155,0.19,0.19,D,True
0.05,0.15,0.12,0.1,0.13,0.1,0.16,0.06,0.09,0.12,0.2,0.1,0.1,0.1,0.16,0.21,0.17,0.17,0.12,0.23,0.1,0.1,0.03,0.03,0.12,0.15,0.04,0.06,0.46,0.41,0.40,0.36,0,0.01,0.299,0.267,0.048,0.041,0.033,0.029,0.032,0.03,0.071,0.072,0.19,D,False
0.87,0.06,0.20,0.11,0.23,0.13,0.21,0.08,0.17,0.08,0.13,0.03,0.16,0.06,0.07,0.12,0.03,0.07,0.08,0.12,0.16,0.1,0.06,0.03,0.1,0.14,0.03,0.05,0.56,0.44,0.37,0.38,0,0.01,0.681,0.208,0.035,0.044,0.028,0.032,0.034,0.039,0.134,0.118,0.19,H,False
0.16,0.29,0.08,0.09,0,0.13,0.09,0.06,0.08,0.1,0,0.17,0.1,0.09,0.15,0.18,0.3,0.1,0.14,0.21,0.12,0.1,0.04,0.04,0.14,0.15,0.05,0.05,0.48,0.45,0.38,0.45,-0.03,-0.01,0.12,0.261,0.039,0.046,0.029,0.028,0.053,0.035,0.098,0.081,0.19,D,True
0.83,0.27,0.18,0.1,0.2,0.03,0.2,0.08,0.18,0.1,0.2,0.07,0.18,0.06,0.1,0.13,0.13,0.2,0.07,0.12,0.16,0.12,0.06,0.04,0.09,0.13,0.03,0.05,0.62,0.52,0.38,0.35,0.01,0,0.424,0.228,0.038,0.044,0.029,0.031,0.032,0.04,0.099,0.098,0.19,H,True
0.1,0.56,0.08,0.18,0.03,0.23,0.09,0.12,0.07,0.18,0.07,0.23,0.09,0.12,0.14,0.12,0.17,0.17,0.14,0.15,0.1,0.16,0.03,0.06,0.14,0.11,0.04,0.04,0.4,0.62,0.44,0.37,0,0.01,0.212,0.507,0.041,0.04,0.033,0.025,0.043,0.034,0.101,0.089,0.2,D,False
0.22,1.01,0.09,0.29,0.13,0.3,0.12,0.3,0.09,0.3,0.2,0.3,0.14,0.25,0.16,0.06,0.13,0.03,0.18,0.05,0.12,0.17,0.04,0.07,0.12,0.06,0.05,0.02,0.45,0.72,0.54,0.49,-0.01,0.18,0.288,0.98,0.036,0.042,0.032,0.025,0.043,0.022,0.078,0.102,0.2,D,False
0.86,0.27,0.22,0.10,0.17,0.03,0.25,0.07,0.22,0.1,0.2,0.1,0.24,0.08,0.08,0.15,0.17,0.23,0.05,0.17,0.13,0.12,0.05,0.04,0.11,0.13,0.04,0.05,0.55,0.52,0.37,0.35,0,-0.01,0.635,0.217,0.041,0.044,0.029,0.031,0.022,0.038,0.143,0.086,0.2,D,False
0.16,0.15,0.12,0.06,0.1,0.03,0.12,0.05,0.14,0.06,0.1,0.07,0.13,0.05,0.18,0.16,0.2,0.3,0.21,0.16,0.12,0.09,0.04,0.03,0.11,0.14,0.04,0.05,0.5,0.45,0.27,0.26,0.01,-0.01,0.385,0.13,0.043,0.051,0.032,0.031,0.025,0.052,0.062,0.091,0.2,A,True
0.18,0.06,0.09,0.10,0.1,0.13,0.1,0.07,0.1,0.08,0.1,0.03,0.09,0.05,0.15,0.12,0.13,0.07,0.13,0.13,0.12,0.1,0.04,0.03,0.13,0.14,0.04,0.05,0.42,0.44,0.35,0.38,-0.01,-0.01,0.226,0.198,0.035,0.044,0.03,0.032,0.041,0.041,0.084,0.114,0.2,D,False
